"Time (s)";"Linear Acceleration x (m/s^2)";"Linear Acceleration y (m/s^2)";"Linear Acceleration z (m/s^2)"
7.072438042E0;2.609981999E-1;-9.594871581E-2;-1.739289379E-1
7.092597042E0;3.156275115E-1;-6.099639952E-1;-4.478645593E-1
7.112756042E0;2.360667870E-1;-6.802867037E-1;-2.705243558E-1
7.132915042E0;-2.299933755E-2;4.497403461E-1;2.794799513E-1
7.153073042E0;-1.199205732E-1;4.166310722E-1;1.576052660E-1
7.173232042E0;-3.433725315E-2;1.262583429E-1;-1.484713304E-1
7.193391042E0;-4.220931390E-2;-1.559335470E-2;-2.949674714E-1
7.213550042E0;-1.136153470E-1;9.775024295E-2;-1.180196160E-1
7.233709042E0;-5.827863196E-2;1.446671319E-1;1.800948268E-1
7.253868042E0;1.857864883E-1;2.749278939E-1;1.426749855E-1
7.274027042E0;-3.265904196E-1;-7.874620736E-2;-2.203967607E-1
7.294186042E0;-1.200879224E-1;-5.465275526E-2;5.419433355E-2
7.314345042E0;-6.382652499E-2;2.741525531E-2;-2.924134076E-2
7.334504042E0;-1.210415484E-1;5.234310508E-2;-1.649680799E-1
7.354663042E0;-1.242162942E-1;-4.391142011E-2;2.362099707E-2
7.374822042E0;-6.305794504E-2;-6.301544309E-3;5.199753463E-2
7.394980042E0;-9.891835218E-2;4.211164713E-3;1.148054016E-1
7.415139042E0;-8.108249892E-2;7.208564401E-2;-6.451233029E-3
7.435298042E0;-2.220940064E-1;-1.661790383E-1;3.230995953E-2
7.455457042E0;-3.971329834E-1;9.379167795E-2;2.001355737E-1
7.475616042E0;-2.019289513E-1;2.441329479E-2;1.373493415E-1
7.495775042E0;-5.138608764E-1;-8.371049345E-2;1.959419507E-1
7.515934042E0;-3.538744780E-1;-5.318978190E-2;-7.255692959E-2
7.536093292E0;-3.691924654E-2;7.957768142E-2;-2.275274402E-1
7.556252292E0;-4.919763196E-2;2.784835857E-1;7.337495506E-2
7.576411292E0;-6.970549833E-1;-8.144118905E-2;3.180405843E-1
7.596570292E0;-3.738174303E-1;-2.187560320E-2;-9.078562438E-2
