"Time (s)";"X (m/s^2)";"Y (m/s^2)";"Z (m/s^2)"
4.147166750E0;1.253023231E-1;2.092893898E-2;2.764078242E-1
4.162242750E0;1.198122261E-1;4.523406029E-2;2.739958477E-1
4.177318750E0;1.187458402E-1;5.708987474E-2;1.947239757E-1
4.192393750E0;1.399706483E-1;-1.798603535E-3;1.390733930E-1
4.207469750E0;8.289641485E-2;-1.483263195E-2;1.334942722E-1
4.222545750E0;1.899351060E-2;-6.228921890E-2;1.707857671E-1
4.237621750E0;-1.274614075E-1;-6.962630510E-2;2.034421742E-1
4.252696750E0;-2.028168145E-1;-4.677597106E-2;3.136431858E-1
4.267772750E0;-1.695020109E-1;9.528973460E-2;1.030127370E-1
4.282848750E0;-5.844540551E-2;9.735789478E-2;-3.739352882E-2
4.297924750E0;1.140186587E-1;6.794756949E-2;-7.072382748E-2
4.313000750E0;1.950579979E-1;8.351812005E-2;7.220141888E-3
4.328075750E0;1.872408552E-1;1.101340610E-1;-9.553063989E-2
4.343151750E0;1.527017909E-1;6.857614517E-2;-1.685050607E-1
4.358227750E0;-4.970820352E-2;6.604430079E-3;-1.350736052E-1
4.373303750E0;-3.329024523E-2;-1.702627337E-1;1.893036067E-3
4.388379750E0;-1.072405663E-1;-5.512170196E-3;4.839740396E-2
4.403454750E0;-1.110570440E-1;9.083824933E-2;2.122685462E-2
4.418530750E0;-1.089190096E-3;1.038646764E-1;-3.604165256E-2
4.433606750E0;1.215275069E-1;4.250165641E-2;3.528356105E-2
4.448682750E0;2.221377692E-1;1.029706371E-1;-1.804801583E-2
4.463757750E0;2.967897561E-1;1.497629803E-1;-3.285755128E-2
4.478833750E0;3.583194217E-1;1.886036950E-1;-1.062713903E-1
4.493909750E0;3.931650263E-1;2.666955990E-1;-3.012953281E-2
4.508985750E0;3.980611923E-1;8.899462223E-2;-3.697720706E-2
4.524061750E0;3.712926391E-1;5.647650182E-2;-1.066207615E-1
4.539136750E0;2.717721516E-1;-3.220529437E-2;1.813280046E-2
4.554212750E0;1.656232604E-1;-1.355852365E-2;2.424431026E-2
4.569288750E0;2.033603132E-2;1.466703880E-1;-3.810747385E-2
4.584364750E0;-1.347783208E-3;3.197649282E-1;-9.413140118E-2
4.599440750E0;-2.517971858E-1;-1.363044441E-2;-2.316593751E-1
4.614515750E0;-2.172193837E-1;7.005139768E-2;-1.957855377E-1
4.629591750E0;-2.566977373E-1;2.126199639E-1;-1.115929413E-1
4.644667750E0;-2.763233319E-1;1.864782321E-1;-6.340662181E-2
4.659743750E0;-5.001398367E-1;1.918641025E-1;3.063590169E-2
4.674818750E0;-5.040589330E-1;1.621538150E-1;1.027592602E-1
4.689894750E0;-3.300320542E-1;3.088791668E-2;1.090523261E-1
4.704970750E0;-1.162169194E-1;-2.080556273E-2;8.961501181E-2
4.720046750E0;2.165033922E-1;-1.787990838E-1;-2.170866519E-2
4.735122750E0;3.015797952E-1;-7.152372658E-2;-1.150085923E-1
4.750197750E0;2.270810053E-1;3.547856569E-2;1.281896782E-1
4.765273750E0;1.369771662E-1;-4.267824233E-2;6.689507067E-2
4.780349750E0;2.500187552E-1;-1.388894981E-1;1.025551924E-1
4.795425750E0;1.648683849E-1;8.476708531E-2;-3.954471946E-3
4.810501750E0;2.971017051E-1;-1.661919022E-1;-3.830803335E-2
4.825576750E0;2.900976178E-1;-1.659907579E-2;-1.314275739E-1
4.840652750E0;2.416303396E-1;7.566004694E-2;-1.235326633E-1
4.855728750E0;2.376770371E-1;-5.366574526E-3;-7.389828086E-2
4.870804750E0;2.310351849E-2;-1.084898239E-1;5.216856569E-2
4.885879750E0;-3.106274843E-2;5.336461365E-2;8.744569480E-2
4.900955750E0;-7.339805156E-2;-1.539104104E-2;6.479416609E-2
4.916031750E0;4.014698267E-3;-3.922955453E-2;2.233548671E-2
4.931107750E0;1.080895820E-1;-6.097593427E-2;-5.665367246E-3
4.946183750E0;1.875310233E-1;2.436417818E-2;8.026882231E-2
4.961258750E0;2.726039180E-1;-5.165722668E-2;1.627630949E-2
4.976334750E0;3.270397416E-1;-4.730397463E-2;5.941151172E-2
4.991410750E0;2.866588703E-1;-2.746852344E-1;1.641181871E-1
5.006486750E0;3.663309842E-1;-1.726636004E-1;3.259606379E-1
5.021562750E0;-4.243704468E-2;-2.181128383E-2;4.270668903E-1
5.036637750E0;-6.588496417E-2;1.665363032E-1;5.295209259E-1
5.051713750E0;-8.343070418E-2;3.283837241E-1;4.769415933E-1
5.066789750E0;7.670816034E-2;3.780125517E-1;3.611953747E-1
5.081861875E0;3.295230541E-1;4.692443186E-1;-1.761181355E-3
5.096937875E0;4.617768395E-1;4.055950373E-1;-1.337065262E-1
5.112012875E0;3.068227011E-1;5.677389121E-1;-3.776295590E-1
5.127088875E0;1.648198530E-1;3.791276157E-1;-5.260969426E-1
5.142164875E0;-2.384553015E-1;1.419587016E-2;-6.490136017E-1
5.157240875E0;-3.573479068E-1;-3.703684866E-2;-6.547742786E-1
5.172315875E0;-5.522446677E-1;-1.333551085E-1;-4.867073205E-1
5.187391875E0;-6.160988939E-1;-2.211791182E-1;-3.993040180E-1
5.202467875E0;-6.202685434E-1;-2.897675425E-1;-2.560428491E-1
5.217543875E0;-6.202916399E-1;-2.811814910E-1;-2.154763287E-1
5.232619875E0;-4.992864355E-1;-2.326595414E-1;-1.254505500E-1
5.247694875E0;-4.143392560E-1;-2.300575304E-1;-7.853746176E-2
5.262770875E0;-1.806813025E-1;-1.495647597E-1;6.147762537E-2
5.277846875E0;-9.238132954E-2;-1.480456531E-1;1.740552378E-1
5.292922875E0;4.552145094E-2;-7.324690104E-2;2.619181314E-1
5.307997875E0;3.356418729E-2;-1.165057719E-2;2.261583146E-1
5.323073875E0;1.612419418E-1;1.046406019E-1;1.194112533E-1
5.338149875E0;2.039219382E-1;9.398346663E-2;8.140201271E-3
5.353225875E0;3.483265302E-1;8.201070786E-2;-2.040894610E-1
5.368301875E0;3.800277945E-1;1.140897024E-1;-1.720879421E-1
5.383376875E0;3.636383414E-1;3.097474784E-1;-5.381163329E-2
5.398452875E0;3.734236568E-1;-6.930236936E-2;-1.967228463E-1
5.413528875E0;3.277001846E-1;7.161318898E-2;-1.892889887E-2
5.428604875E0;2.421451870E-1;5.761144638E-2;3.386619598E-2
5.443679875E0;2.588538980E-1;6.060639024E-2;1.469115856E-1
5.458755875E0;2.402585828E-1;4.447509170E-2;1.685573933E-1
5.473831875E0;1.585133386E-1;1.069420660E-1;6.840920717E-2
5.488907875E0;1.721344274E-1;-1.284376001E-1;1.463107842E-1
5.503983875E0;1.269623476E-1;-8.524655700E-3;1.551079202E-1
5.519058875E0;8.081846058E-2;2.634813845E-2;7.084749609E-2
5.534134875E0;2.748951495E-2;3.558966279E-2;-7.172428608E-2
5.549210875E0;1.512791634E-2;6.793879867E-3;-9.632703066E-2
5.564286875E0;-2.019277453E-2;1.932972550E-2;-1.658124179E-1
5.579362875E0;2.901388407E-3;-3.369399548E-2;-1.244755268E-1
5.594437875E0;3.813261688E-2;1.026759374E-1;-7.670289785E-2
5.609513875E0;-1.763812602E-2;2.707553208E-2;-8.120291501E-2
5.624589875E0;-6.856152713E-3;4.470196366E-3;-7.237128049E-2
5.639665875E0;1.328195035E-2;3.048913658E-2;-5.920539737E-2
5.654740875E0;4.206136107E-2;1.068900257E-1;-8.110263526E-2
5.669816875E0;1.260039890E-1;1.241188467E-2;-6.363290906E-2
5.684892875E0;1.560928836E-1;-3.699357927E-2;-5.346693993E-3
5.699968875E0;1.270582420E-1;-4.820620000E-2;5.662735999E-3
5.715044875E0;1.169168311E-1;-3.629015923E-2;2.719423056E-2
