sensor,axis,start_time,end_time,start_idx,end_idx,mean,std,min,max,range,median,variance,dominant_freq,spectral_centroid
Accelerometer,Acceleration x (m/s^2),270.2721045,275.2552354,16200,16500,0.46437736709582,3.297284441124329,-7.556100368,12.33073711,19.886837478,0.10654197635,10.872084685680578,4.2,10.201993375669083
Accelerometer,Acceleration x (m/s^2),275.2719014,280.2550323,16500,16800,0.5432782804912334,3.2491126624518096,-7.557297707,10.0610342,17.618331906999998,0.2666542083,10.556733093304686,3.4000000000000004,9.866403736960201
Accelerometer,Acceleration x (m/s^2),280.2716982,285.2548277,16800,17100,0.32527025409,3.2099128776622656,-7.845798969,12.78384018,20.629639149,0.022744916375,10.303540682182048,3.4000000000000004,9.45303832816011
Accelerometer,Acceleration x (m/s^2),285.2714937,290.2546246,17100,17400,0.34059514347588365,4.1022311480205955,-12.2505312,15.0493536,27.2998848,0.1640028134,16.828300391790375,3.4000000000000004,10.003088304020274
Accelerometer,Acceleration x (m/s^2),290.2712906,295.2544215,17400,17700,0.24130959260744003,3.9183932316154038,-9.042900085,13.78701019,22.829910275,0.06853402406,15.353805517569405,3.4000000000000004,10.133380735064469
Accelerometer,Acceleration x (m/s^2),295.2710874,300.2542183,17700,18000,0.41318135917503335,3.6963095106030517,-10.16518211,13.21120453,23.37638664,0.1574187651,13.662703998174571,3.4000000000000004,10.328244573375288
Accelerometer,Acceleration x (m/s^2),300.2708843,305.2540152,18000,18300,0.23834676265303328,3.4727704941444952,-7.954136372,11.68849277,19.642629142,-0.052373161540000004,12.0601349050006,3.4000000000000004,9.848721579001538
Accelerometer,Acceleration x (m/s^2),305.2706812,310.2538121,18300,18600,0.3382647846833333,3.919213876983821,-7.435193539,14.71775627,22.152949809,-0.30945056675000004,15.360237413542555,3.4000000000000004,9.311356462638265
Accelerometer,Acceleration x (m/s^2),310.2704781,315.253609,18600,18900,0.46965259628430334,3.9916767511735975,-9.771335602,13.49132633,23.262661932,0.13617022335,15.933483285859806,3.4000000000000004,9.871652112513202
Accelerometer,Acceleration x (m/s^2),315.2702749,320.2534058,18900,19200,0.2418423042011267,3.8935392900972716,-8.227674484,14.62498093,22.852655413999997,-0.10324994845499999,15.159648203531166,4.4,9.97038883742082
Accelerometer,Acceleration x (m/s^2),320.2700718,325.2532027,19200,19500,0.48424924402235037,3.924810222415315,-8.24802494,14.27183628,22.519861220000003,0.07960720545,15.404135281975753,2.6,9.617245121994337
Accelerometer,Acceleration x (m/s^2),325.2698687,330.2529996,19500,19800,0.4484220035599633,3.794348663457553,-8.386888504,13.10705757,21.493946074,0.23582886905,14.397081779882122,4.4,10.138427284009248
Accelerometer,Acceleration x (m/s^2),330.2696656,335.2527965,19800,20100,0.2907937572341967,3.784351717484675,-9.166201591,12.07216358,21.238365170999998,-0.046088382600000005,14.321317921629209,4.4,9.799185922606492
Accelerometer,Acceleration x (m/s^2),335.2694624,340.2525933,20100,20400,0.5232428131111666,3.9160809243676407,-9.91438961,13.37341213,23.28780174,-0.028431145475000003,15.335689806196115,4.2,10.296150552931952
Accelerometer,Acceleration x (m/s^2),340.2692593,345.2523903,20400,20700,0.35899657511866667,3.7886896149855462,-8.155848503,15.13674164,23.292590142999998,-0.10025719551000001,14.354168998699327,3.4000000000000004,10.29121445554045
Accelerometer,Acceleration x (m/s^2),345.2690563,350.2521872,20700,21000,0.4700316724074333,3.781148824669306,-8.463502884,12.47199535,20.935498234,0.2932897061,14.297086434298075,3.4000000000000004,9.725734951570502
Accelerometer,Acceleration x (m/s^2),350.2688532,355.2519841,21000,21300,0.3314472862977733,3.85811106381506,-11.28147888,14.49509525,25.77657413,0.033219547940000003,14.885020980732175,3.4000000000000004,10.323129878445506
Accelerometer,Acceleration x (m/s^2),355.2686501,360.251781,21300,21600,0.4467959442774,3.7555771594371516,-11.08635139,12.75091934,23.83727073,0.24540566655,14.104359800486025,3.4000000000000004,9.513824563077513
Accelerometer,Acceleration x (m/s^2),360.268447,365.2515778,21600,21900,0.3680067623656966,3.99578065494574,-11.21863079,14.81113052,26.02976131,0.12719196825,15.966263042438607,3.4000000000000004,10.222129577599276
Accelerometer,Acceleration x (m/s^2),365.2682438,370.2513747,21900,22200,-2.540896441241453,4.552970152865818,-20.17653656,11.583148,31.759684559999997,-2.2870612145,20.72953721288699,0.2,9.7704468647478
Accelerometer,Acceleration x (m/s^2),370.2680407,375.2511716,22200,22500,-2.7093364941682334,5.0426797410948785,-15.50903988,18.66639328,34.17543316,-2.7596167325,25.428618971248714,7.0,9.658125541441468
Accelerometer,Acceleration x (m/s^2),375.2678376,380.2509685,22500,22800,-0.07509612817363329,3.769156171695765,-9.039907455,12.46361542,21.503522875,-0.211886853,14.206538246632276,3.6,10.260721617092898
Accelerometer,Acceleration x (m/s^2),380.2676345,385.2507653,22800,23100,0.24955562096276665,3.4507369352309536,-7.28555584,11.69806957,18.98362541,0.066139822825,11.907585396167114,3.4000000000000004,9.895363272393078
Accelerometer,Acceleration x (m/s^2),385.2674313,390.2505622,23100,23400,0.29269115366276666,4.242134327825289,-14.63575459,17.86074448,32.49649907,0.14694412795,17.995703655313715,4.4,9.886383256002748
Accelerometer,Acceleration x (m/s^2),390.2672282,395.2503591,23400,23700,0.3239494513133667,3.2667440807267996,-8.61912632,10.40699577,19.02612209,0.10714052619,10.671616888963584,3.4000000000000004,9.819158472044297
Accelerometer,Acceleration x (m/s^2),395.2670251,400.250156,23700,24000,0.28506961509036666,3.5925136794620327,-12.07575512,14.86679554,26.942550660000002,0.01346738404,12.906154537121832,3.4000000000000004,10.291103121074954
Accelerometer,Acceleration x (m/s^2),400.266822,405.2499529,24000,24300,0.2526920344012267,3.546261400767279,-7.21552515,12.32116032,19.536685470000002,-0.08230068162000001,12.575969922571902,3.4000000000000004,9.382348389026939
Accelerometer,Acceleration x (m/s^2),405.2666189,410.2497497,24300,24600,0.37003584761182995,3.42628231927006,-7.683591843,10.18194103,17.865532873,0.19303251059999998,11.739410531342623,3.4000000000000004,9.597433142046473
Accelerometer,Acceleration x (m/s^2),410.2664157,415.2495466,24600,24900,0.3368801421691333,3.5262698029436734,-7.490260124,11.54962921,19.039889334,0.22266075759999998,12.434578723152413,3.4000000000000004,9.905171719143825
Accelerometer,Acceleration x (m/s^2),415.2662126,420.2493435,24900,25200,0.26825434059252334,3.9185419451551233,-9.782109261,14.51245403,24.294563291000003,0.049380411390000004,15.354970975940098,3.4000000000000004,9.282295320014912
Accelerometer,Acceleration x (m/s^2),420.2660095,425.2491404,25200,25500,0.3775077483787934,3.38229735301034,-7.445967197,10.93910789,18.385075087,0.016160862289500002,11.439935384180753,3.4000000000000004,10.391465824769556
Accelerometer,Acceleration x (m/s^2),425.2658064,430.2489372,25500,25800,0.2497331988242333,3.469449982809918,-8.50121212,11.67113495,20.17234707,-0.30915129185,12.03708318321974,4.2,9.878185565646312
Accelerometer,Acceleration x (m/s^2),430.2656032,435.2487341,25800,26100,0.30001342777263335,3.4093058772180798,-8.601169586,14.91827106,23.519440646,-0.02274491638,11.623366564433741,3.4000000000000004,9.080411642639561
Accelerometer,Acceleration x (m/s^2),435.2654001,440.248531,26100,26400,0.20920135093529998,3.318526401753583,-7.582436562,9.466673851,17.049110413,-0.09546879308,11.012617479135585,3.4000000000000004,9.315159354326598
Accelerometer,Acceleration x (m/s^2),440.265197,445.2483279,26400,26700,0.4199270218842333,3.480528060945066,-7.824849606,12.1032877,19.928137306,0.21278467774999998,12.114075583026022,3.4000000000000004,9.515179128562535
Accelerometer,Acceleration x (m/s^2),445.2649939,450.2481247,26700,27000,0.4175707254897333,3.4079517773061943,-9.187150002,11.83573627,21.022886272,-0.006284778940000001,11.614135316444447,3.4000000000000004,10.112011321677608
Accelerometer,Acceleration x (m/s^2),450.2647907,455.2479216,27000,27300,0.2844072274349733,3.27811048721783,-7.131728172,9.305065155,16.436793327,0.14065934715,10.746008366407517,3.4000000000000004,10.134730695481208
Accelerometer,Acceleration x (m/s^2),455.2645876,460.2477185,27300,27600,0.47894409152883327,4.124720960417996,-16.68878365,18.5496769,35.23846055,0.3079541922,17.01332300131155,3.4000000000000004,11.117107720144494
Accelerometer,Acceleration x (m/s^2),460.2643845,465.2475154,27600,27900,0.35671809251056996,3.2537137162149867,-7.722497463,12.65515137,20.377648833000002,0.25079263,10.586652947085538,3.4000000000000004,10.128854401267077
Accelerometer,Acceleration x (m/s^2),465.2641814,470.2473123,27900,28200,0.42059339476793334,3.3184875540857792,-6.50444746,11.77827549,18.28272295,0.22296003995000002,11.012359646622219,3.4000000000000004,9.263541021275657
Accelerometer,Acceleration x (m/s^2),470.2639783,475.2471091,28200,28500,0.26790319250541633,3.6439300647983037,-7.702147007,12.68448067,20.386627677,0.035015200265,13.27822631714097,2.6,9.44770127280717
Accelerometer,Acceleration x (m/s^2),475.2637751,480.246906,28500,28800,0.5562009775371667,3.4485426355583075,-6.312312603,12.3977747,18.710087302999998,0.19333179295,11.892446309263438,2.6,8.435567019029142
Accelerometer,Acceleration x (m/s^2),480.263572,485.2467029,28800,29100,-0.7621103080025998,3.2790077031579252,-9.724648476,13.05258942,22.777237896000003,-0.2663549483,10.751891517369012,0.2,7.47291579230883
Accelerometer,Acceleration x (m/s^2),485.2633689,490.2694682,29100,29400,-4.1552906868689,4.4412672236888255,-15.39651299,14.36999893,29.76651192,-3.9453451635,19.724854552212648,0.2,8.606435745804918
Accelerometer,Acceleration x (m/s^2),490.2861342,495.2692651,29400,29700,-5.06590934514,0.6176148930663807,-7.521384716,-2.804208755,4.717175961000001,-5.0341084005,0.38144815613739697,1.4000000000000001,6.046035896425262
Accelerometer,Acceleration x (m/s^2),495.2859311,500.2690621,29700,30000,-4.723971453831467,2.674690451275374,-17.578228,3.848080635,21.426308634999998,-4.6483426095,7.153969010143665,3.2,7.490073701180744
Accelerometer,Acceleration x (m/s^2),500.2857281,505.268859,30000,30300,-4.043453518265538,5.456793479966514,-23.37578773,8.895656586,32.271444316,-3.7391445635,29.776595083005056,3.6,8.693460041277593
Accelerometer,Acceleration x (m/s^2),505.285525,510.2686559,30300,30600,-3.7696386538928666,4.778397637712189,-25.89508629,10.06462574,35.95971203,-3.9318777320000002,22.833083984093424,3.4000000000000004,8.46863716944963
Accelerometer,Acceleration x (m/s^2),510.2853218,515.2684527,30600,30900,-3.4407232116128337,4.950875173028492,-26.38470078,8.689156532,35.073857312,-2.8547862764999996,24.5111649789099,3.6,8.623375935174959
Accelerometer,Acceleration x (m/s^2),515.2851187,520.2682496,30900,31200,-3.6198973074244,5.302727761994566,-24.01144791,11.39161205,35.40305996,-3.148674488,28.118921717827895,3.4000000000000004,8.67182845987987
Accelerometer,Acceleration x (m/s^2),520.2849156,525.2680465,31200,31500,-3.6297953342284335,4.488594553552313,-21.73695755,5.190030575,26.926988125,-3.3324295285,20.14748106617949,3.4000000000000004,8.557093761051068
Accelerometer,Acceleration x (m/s^2),525.2847125,530.2678434,31500,31800,-3.7087401206355337,4.579228511862309,-25.18341064,7.482479095,32.665889735,-3.886088729,20.969333763852692,3.6,8.451600815965495
Accelerometer,Acceleration x (m/s^2),530.2845093,535.2676402,31800,32100,-2.80985906414552,1.4634791402384648,-8.408436775,5.755661011,14.164097786,-2.8290486335000002,2.141771193913116,1.4000000000000001,7.302448515900145
Accelerometer,Acceleration x (m/s^2),535.2843062,540.2674371,32100,32400,-3.142355812164333,0.8095249386723281,-7.685986042,-0.5793967843,7.1065892577,-2.896983981,0.6553306263324365,0.2,9.533982426659549
Accelerometer,Acceleration x (m/s^2),540.2841031,545.2975841,32400,32700,-5.000551600377066,4.656480432423042,-18.54488754,5.702988625,24.247876165,-4.249109268,21.682810017538685,0.2,6.15587352956898
Accelerometer,Acceleration x (m/s^2),545.3142501,550.2973809,32700,33000,-3.448292882959467,4.8642110968072325,-18.52573395,8.697536469,27.223270419,-3.75470686,23.660549594302616,7.0,8.91736316512784
Accelerometer,Acceleration x (m/s^2),550.3140469,555.2971778,33000,33300,-0.047520904727936644,3.1810482371212054,-8.075043678,9.646238327,17.721282005,-0.075417350965,10.119067886891928,0.8,9.442851082290945
Accelerometer,Acceleration x (m/s^2),555.3138438,560.2969747,33300,33600,0.4905160541892233,3.767863376728316,-9.542090416,13.74032402,23.282414436,0.48841713369999995,14.196794425690507,7.0,9.721817815124568
Accelerometer,Acceleration x (m/s^2),560.3136407,565.2967716,33600,33900,0.17696143090456995,3.315327793102006,-9.14465332,16.80370522,25.94835854,0.1424549967,10.991398375714619,3.6,9.769939000998667
Accelerometer,Acceleration x (m/s^2),565.3134376,570.2965684,33900,34200,1.0092857013202732,2.5047118682665457,-5.552752495,9.943120003,15.495872498,1.0046668651,6.273581543035289,4.6000000000000005,8.179468606586756
Accelerometer,Acceleration x (m/s^2),570.3132344,575.2963653,34200,34500,0.32328506728513334,1.3937016852307562,-4.08809948,5.035604954,9.123704434,1.050456047,1.94240438741505,0.2,10.607008455577734
Accelerometer,Acceleration x (m/s^2),575.3130313,580.2961622,34500,34800,-6.464885285827199,1.9299950951970926,-11.95185471,4.853645325,16.805500034999998,-7.1661450865,3.7248810674848345,0.2,9.53131872547601
Accelerometer,Acceleration x (m/s^2),580.3128282,585.2959591,34800,35100,0.037441335757469975,2.7078694868634807,-8.148066521,11.38502789,19.533094411,0.2867056429,7.33255715788629,3.4000000000000004,9.31522369348112
Accelerometer,Acceleration x (m/s^2),585.3126251,590.2957558,35100,35400,0.3028226228576734,3.652453161885419,-10.79964542,9.819818497,20.619463916999997,0.07960720360000001,13.340414099766793,3.6,9.634801680939013
Accelerometer,Acceleration x (m/s^2),590.3124218,595.2955526,35400,35700,0.20668744792293328,3.9024225396738204,-12.26848793,15.82806778,28.096555709999997,-0.1568202153,15.228901678154271,3.6,10.372022915520471
Accelerometer,Acceleration x (m/s^2),595.3122186,600.2953495,35700,36000,0.4465904366614667,4.132013352188909,-11.1755352,17.36753845,28.543073650000004,0.2169745341,17.073534342667426,3.6,9.831499450735814
Accelerometer,Acceleration x (m/s^2),600.3120155,605.2951464,36000,36300,0.16702948303500664,4.579819320934081,-17.22628212,19.66657066,36.89285278,-0.22296003250000002,20.9747450124011,3.6,11.329163432066702
Accelerometer,Acceleration x (m/s^2),605.3118124,610.2949433,36300,36600,0.4088598148967,3.988008634037844,-12.11585808,12.47917747,24.59503555,0.38217444715000004,15.904212865160389,3.6,10.34871320972586
Accelerometer,Acceleration x (m/s^2),610.3116093,615.2947401,36600,36900,0.3728290960484333,3.9764697038476737,-10.13764858,13.99291229,24.13056087,0.22355858234999998,15.812311305618405,3.6,9.830510880916027
Accelerometer,Acceleration x (m/s^2),615.3114061,620.294537,36900,37200,0.3290371424047,3.7910042571459748,-9.460687637,12.81376743,22.274455066999998,0.25677812845000003,14.371713277698905,3.4000000000000004,9.812595733527976
Accelerometer,Acceleration x (m/s^2),620.311203,625.2943339,37200,37500,0.39890193167166665,3.5347307058188138,-9.218873978,11.7010622,20.919936178,0.49769467115,12.494321162658368,3.4000000000000004,10.075180711042943
Accelerometer,Acceleration x (m/s^2),625.3109999,630.2941308,37500,37800,0.25629131770146335,3.6548853749783774,-7.849390507,11.16775417,19.017144677,0.056263741105,13.358187104230833,3.4000000000000004,9.841027879812493
Accelerometer,Acceleration x (m/s^2),630.3107968,635.2939276,37800,38100,0.24859395330051304,3.936577095268708,-9.792284966,12.13142014,21.923705106,-0.0017956513330500002,15.496639226994215,6.0,9.115088683548272
Accelerometer,Acceleration x (m/s^2),635.3105936,640.2937245,38100,38400,0.24443802212677668,3.631952339408593,-8.514379501,12.29542255,20.809802051,0.1280897893,13.191077795735552,3.4000000000000004,9.058346724313637
Accelerometer,Acceleration x (m/s^2),640.3103905,645.2935214,38400,38700,0.281859398310617,3.505345262763829,-7.641693115,11.91175175,19.553444865,0.1289876178,12.287445411180817,3.4000000000000004,9.449816492724201
Accelerometer,Acceleration x (m/s^2),645.3101874,650.2933182,38700,39000,0.16863560038703335,3.3339740401970697,-7.039551735,10.00955868,17.049110415,0.06344634481,11.115382900707973,3.4000000000000004,9.850218183329988
Accelerometer,Acceleration x (m/s^2),650.3099842,655.2931151,39000,39300,0.06030195357099998,3.577589870474731,-6.573280811,12.25232697,18.825607781000002,-0.25887306035,12.799149281323404,4.2,8.990419110324439
Accelerometer,Acceleration x (m/s^2),655.3097811,660.2929119,39300,39600,0.23979126876736662,2.9006459556597397,-7.393893242,12.41573143,19.809624671999998,0.04249707982,8.413746960085206,3.4000000000000004,9.70501856003336
